App_ID,SPDI_Category,SPDI_Records_Exposed,Primary_Vulnerability,Rule_8_ISO27001_Audited,Rule_8_Encryption_Active,Rule_5_Explicit_Consent,Rule_5_Grievance_Mechanism,BCP_IR_Plan_Tested
APP_NLIU_0683,Rule_3_i_Passwords,360970,None,0,0,0,1,0
APP_NLIU_0684,Rule_3_iii_v_Health_Medical_Records,294604,SSRF,0,1,1,0,0
APP_NLIU_0685,Multi_Category_SPDI,219117,SQL_Injection,0,1,1,0,0
APP_NLIU_0686,Rule_3_iii_v_Health_Medical_Records,1791741,None,1,1,0,1,0
APP_NLIU_0687,Rule_3_iii_v_Health_Medical_Records,1520303,XSS,0,1,1,1,0
APP_NLIU_0688,Rule_3_ii_Financial_Data,1163949,None,1,1,0,1,0
APP_NLIU_0689,Rule_3_vi_Biometric_Information,1977645,SQL_Injection,1,1,0,1,1
APP_NLIU_0690,Rule_3_i_Passwords,1320590,Exception_Handling_Failure,1,1,1,1,0
APP_NLIU_0691,Rule_3_ii_Financial_Data,1072485,SSRF,0,1,1,1,1
APP_NLIU_0692,Rule_3_ii_Financial_Data,1324837,SSRF,1,0,1,1,1
APP_NLIU_0693,Rule_3_iii_v_Health_Medical_Records,254975,Exception_Handling_Failure,1,0,1,1,0
APP_NLIU_0694,Rule_3_ii_Financial_Data,1907482,XSS,0,0,1,1,0
APP_NLIU_0695,Rule_3_i_Passwords,623214,None,0,1,0,1,0
APP_NLIU_0696,Rule_3_iii_v_Health_Medical_Records,442538,CSRF,1,1,1,1,1
APP_NLIU_0697,Rule_3_ii_Financial_Data,132463,XSS,0,0,1,0,1
APP_NLIU_0698,Rule_3_iii_v_Health_Medical_Records,1155112,XSS,1,0,1,1,0
APP_NLIU_0699,Rule_3_i_Passwords,811560,None,1,1,0,1,0
APP_NLIU_0700,Rule_3_ii_Financial_Data,1305557,CSRF,1,1,1,1,1
APP_NLIU_0701,Rule_3_iii_v_Health_Medical_Records,1544109,CSRF,1,1,1,1,0
APP_NLIU_0702,Rule_3_i_Passwords,1384721,CSRF,1,1,0,1,1
APP_NLIU_0703,Rule_3_ii_Financial_Data,791872,XSS,0,1,0,1,0
APP_NLIU_0704,Rule_3_i_Passwords,185685,CSRF,0,1,1,1,0
APP_NLIU_0705,Rule_3_i_Passwords,1701355,None,1,1,1,1,0
APP_NLIU_0706,Multi_Category_SPDI,1982743,CSRF,1,0,1,1,1
APP_NLIU_0707,Rule_3_ii_Financial_Data,1550851,None,1,1,0,1,0
APP_NLIU_0708,Rule_3_vi_Biometric_Information,1204195,SQL_Injection,1,0,1,1,0
APP_NLIU_0709,Rule_3_ii_Financial_Data,1659526,Exception_Handling_Failure,0,0,1,1,0
APP_NLIU_0710,Rule_3_iii_v_Health_Medical_Records,765416,None,0,1,1,0,0
APP_NLIU_0711,Rule_3_vi_Biometric_Information,1053581,SSRF,1,1,1,1,1
APP_NLIU_0712,Rule_3_iii_v_Health_Medical_Records,1287728,None,0,1,1,1,0
APP_NLIU_0713,Rule_3_ii_Financial_Data,1322758,XSS,1,1,1,0,1
APP_NLIU_0714,Rule_3_ii_Financial_Data,1846422,None,1,1,1,1,0
APP_NLIU_0715,Rule_3_ii_Financial_Data,1534451,Exception_Handling_Failure,1,0,1,1,1
APP_NLIU_0716,Multi_Category_SPDI,1909514,CSRF,1,0,0,1,1
APP_NLIU_0717,Rule_3_vi_Biometric_Information,868018,SSRF,0,1,1,1,1
APP_NLIU_0718,Multi_Category_SPDI,1449398,CSRF,0,1,0,0,1
APP_NLIU_0719,Rule_3_i_Passwords,807914,SQL_Injection,1,1,1,1,0
APP_NLIU_0720,Rule_3_iii_v_Health_Medical_Records,759189,SQL_Injection,1,1,1,1,1
APP_NLIU_0721,Multi_Category_SPDI,1256521,SQL_Injection,1,0,1,1,1
APP_NLIU_0722,Rule_3_i_Passwords,1611812,XSS,1,0,0,1,0
APP_NLIU_0723,Rule_3_i_Passwords,1405707,None,1,1,1,1,0
APP_NLIU_0724,Rule_3_iii_v_Health_Medical_Records,227873,SQL_Injection,0,1,0,1,0
APP_NLIU_0725,Rule_3_iii_v_Health_Medical_Records,227322,SQL_Injection,0,1,0,1,1
APP_NLIU_0726,Rule_3_vi_Biometric_Information,25875,Exception_Handling_Failure,1,1,1,1,0
APP_NLIU_0727,Rule_3_i_Passwords,1328777,SSRF,0,1,1,1,1
APP_NLIU_0728,Rule_3_vi_Biometric_Information,37400,SQL_Injection,1,0,0,1,0
APP_NLIU_0729,Rule_3_ii_Financial_Data,469674,SSRF,1,1,0,1,1
APP_NLIU_0730,Rule_3_i_Passwords,73607,None,0,1,1,1,1
APP_NLIU_0731,Rule_3_i_Passwords,1927569,None,1,1,1,0,1
APP_NLIU_0732,Rule_3_vi_Biometric_Information,1343223,CSRF,1,1,1,1,0
APP_NLIU_0733,Rule_3_iii_v_Health_Medical_Records,1470557,Exception_Handling_Failure,1,1,0,1,1
APP_NLIU_0734,Rule_3_iii_v_Health_Medical_Records,1154672,XSS,0,1,1,0,1
APP_NLIU_0735,Rule_3_ii_Financial_Data,1041970,Exception_Handling_Failure,1,0,1,1,1
APP_NLIU_0736,Multi_Category_SPDI,1624476,Exception_Handling_Failure,1,0,1,1,1
APP_NLIU_0737,Rule_3_ii_Financial_Data,889750,Exception_Handling_Failure,1,1,1,1,1
APP_NLIU_0738,Rule_3_vi_Biometric_Information,1315114,CSRF,0,1,1,1,1
APP_NLIU_0739,Rule_3_ii_Financial_Data,89335,SQL_Injection,1,0,1,1,1
APP_NLIU_0740,Rule_3_ii_Financial_Data,368133,XSS,1,0,0,1,1
APP_NLIU_0741,Rule_3_ii_Financial_Data,622300,None,1,1,1,1,1
APP_NLIU_0742,Rule_3_ii_Financial_Data,86748,XSS,1,1,0,0,1
APP_NLIU_0743,Rule_3_iii_v_Health_Medical_Records,1980508,None,1,0,1,1,1
APP_NLIU_0744,Rule_3_iii_v_Health_Medical_Records,691779,None,1,1,1,1,0
APP_NLIU_0745,Rule_3_ii_Financial_Data,1118771,SSRF,0,1,1,0,1
APP_NLIU_0746,Multi_Category_SPDI,734055,Exception_Handling_Failure,1,1,1,0,0
APP_NLIU_0747,Rule_3_ii_Financial_Data,1667710,Exception_Handling_Failure,0,0,1,1,0
APP_NLIU_0748,Rule_3_iii_v_Health_Medical_Records,631692,None,1,1,0,0,0
APP_NLIU_0749,Multi_Category_SPDI,306286,None,1,1,1,1,0
APP_NLIU_0750,Rule_3_iii_v_Health_Medical_Records,790608,Exception_Handling_Failure,0,0,1,1,1
APP_NLIU_0751,Rule_3_i_Passwords,1125116,SSRF,1,1,1,1,0
APP_NLIU_0752,Multi_Category_SPDI,1747225,None,1,0,1,0,1
APP_NLIU_0753,Rule_3_iii_v_Health_Medical_Records,1392668,SQL_Injection,0,1,1,1,0
APP_NLIU_0754,Rule_3_ii_Financial_Data,1898959,None,1,1,1,1,1
APP_NLIU_0755,Rule_3_i_Passwords,1065331,None,1,0,0,1,1
APP_NLIU_0756,Rule_3_vi_Biometric_Information,1830779,CSRF,1,0,1,1,0
APP_NLIU_0757,Rule_3_iii_v_Health_Medical_Records,1433705,Exception_Handling_Failure,1,1,1,0,0
APP_NLIU_0758,Rule_3_iii_v_Health_Medical_Records,1662417,XSS,1,0,1,0,0
APP_NLIU_0759,Multi_Category_SPDI,139962,XSS,1,1,1,1,0
APP_NLIU_0760,Rule_3_vi_Biometric_Information,1934384,CSRF,1,1,1,0,0
APP_NLIU_0761,Rule_3_i_Passwords,261760,None,1,1,1,1,1
APP_NLIU_0762,Rule_3_ii_Financial_Data,1070751,None,1,1,1,1,1
APP_NLIU_0763,Rule_3_ii_Financial_Data,857119,None,1,1,1,1,0
APP_NLIU_0764,Rule_3_iii_v_Health_Medical_Records,876415,SSRF,1,0,1,1,1
APP_NLIU_0765,Rule_3_i_Passwords,486503,None,1,0,1,1,0
APP_NLIU_0766,Rule_3_iii_v_Health_Medical_Records,755071,None,1,0,0,1,0
APP_NLIU_0767,Rule_3_vi_Biometric_Information,1733224,CSRF,1,1,1,1,1
APP_NLIU_0768,Multi_Category_SPDI,51629,SQL_Injection,1,1,1,1,0
APP_NLIU_0769,Rule_3_ii_Financial_Data,1694643,CSRF,1,1,1,0,0
APP_NLIU_0770,Rule_3_vi_Biometric_Information,1232448,None,1,1,1,0,0
APP_NLIU_0771,Rule_3_i_Passwords,697727,Exception_Handling_Failure,0,1,0,0,1
APP_NLIU_0772,Rule_3_vi_Biometric_Information,1524546,None,1,0,1,0,1
APP_NLIU_0773,Rule_3_i_Passwords,1384233,CSRF,1,0,1,1,1
APP_NLIU_0774,Rule_3_ii_Financial_Data,1660626,None,1,1,1,1,1
APP_NLIU_0775,Rule_3_vi_Biometric_Information,1213670,SQL_Injection,1,1,0,1,1
APP_NLIU_0776,Rule_3_i_Passwords,1778265,CSRF,1,1,1,1,0
APP_NLIU_0777,Rule_3_ii_Financial_Data,981918,Exception_Handling_Failure,1,1,1,1,1
APP_NLIU_0778,Rule_3_iii_v_Health_Medical_Records,1972739,SQL_Injection,1,1,1,1,1
APP_NLIU_0779,Rule_3_iii_v_Health_Medical_Records,1111517,None,1,0,1,1,0
APP_NLIU_0780,Rule_3_iii_v_Health_Medical_Records,1359193,SSRF,1,1,1,1,0
APP_NLIU_0781,Rule_3_iii_v_Health_Medical_Records,715958,Exception_Handling_Failure,1,1,1,1,1
APP_NLIU_0782,Rule_3_iii_v_Health_Medical_Records,1069616,XSS,1,0,1,1,0
APP_NLIU_0783,Rule_3_ii_Financial_Data,1123382,XSS,1,1,0,1,1
APP_NLIU_0784,Rule_3_ii_Financial_Data,1722222,SQL_Injection,0,1,0,1,0
APP_NLIU_0785,Rule_3_i_Passwords,205211,SQL_Injection,0,1,1,1,1
APP_NLIU_0786,Multi_Category_SPDI,641364,None,1,0,1,0,0
APP_NLIU_0787,Rule_3_iii_v_Health_Medical_Records,60916,CSRF,1,0,1,1,1
APP_NLIU_0788,Rule_3_ii_Financial_Data,677960,None,1,0,1,1,1
APP_NLIU_0789,Rule_3_ii_Financial_Data,400507,None,1,0,1,1,0
APP_NLIU_0790,Multi_Category_SPDI,1459915,SSRF,0,1,1,1,0
APP_NLIU_0791,Rule_3_i_Passwords,795243,CSRF,0,1,1,1,0
APP_NLIU_0792,Rule_3_iii_v_Health_Medical_Records,560564,Exception_Handling_Failure,1,1,0,1,1
APP_NLIU_0793,Rule_3_iii_v_Health_Medical_Records,190217,None,0,1,1,1,1
APP_NLIU_0794,Rule_3_iii_v_Health_Medical_Records,872481,None,1,0,0,1,1
APP_NLIU_0795,Rule_3_i_Passwords,206750,XSS,1,1,1,0,0
APP_NLIU_0796,Multi_Category_SPDI,1273430,None,1,1,1,0,1
APP_NLIU_0797,Multi_Category_SPDI,751403,SQL_Injection,0,1,0,0,1
APP_NLIU_0798,Rule_3_iii_v_Health_Medical_Records,949218,None,0,0,1,0,1
APP_NLIU_0799,Rule_3_iii_v_Health_Medical_Records,716045,None,1,1,1,1,0
APP_NLIU_0800,Multi_Category_SPDI,1721130,SSRF,1,1,1,1,1
APP_NLIU_0801,Rule_3_iii_v_Health_Medical_Records,1388782,CSRF,0,1,1,1,1
APP_NLIU_0802,Rule_3_i_Passwords,1204010,SQL_Injection,1,0,1,1,1
APP_NLIU_0803,Rule_3_iii_v_Health_Medical_Records,1894507,CSRF,0,1,1,1,0
APP_NLIU_0804,Rule_3_iii_v_Health_Medical_Records,575569,None,1,1,1,1,0
APP_NLIU_0805,Rule_3_ii_Financial_Data,985317,CSRF,0,0,1,1,1
APP_NLIU_0806,Rule_3_iii_v_Health_Medical_Records,836284,SQL_Injection,1,1,1,1,0
APP_NLIU_0807,Multi_Category_SPDI,791408,CSRF,1,0,1,1,0
APP_NLIU_0808,Multi_Category_SPDI,1831557,None,0,1,1,1,1
APP_NLIU_0809,Rule_3_ii_Financial_Data,509869,Exception_Handling_Failure,1,1,1,0,1
APP_NLIU_0810,Rule_3_i_Passwords,1756772,XSS,1,0,0,1,1
APP_NLIU_0811,Multi_Category_SPDI,1582459,SSRF,1,1,1,1,0
APP_NLIU_0812,Rule_3_vi_Biometric_Information,625218,None,0,0,1,1,1
APP_NLIU_0813,Rule_3_i_Passwords,1200050,None,1,1,1,1,0
APP_NLIU_0814,Multi_Category_SPDI,1048302,CSRF,0,1,1,1,0
APP_NLIU_0815,Multi_Category_SPDI,266745,SQL_Injection,1,1,0,1,0
APP_NLIU_0816,Rule_3_iii_v_Health_Medical_Records,1774219,SQL_Injection,1,1,1,1,1
APP_NLIU_0817,Rule_3_iii_v_Health_Medical_Records,1408396,SQL_Injection,1,1,1,1,1
APP_NLIU_0818,Rule_3_ii_Financial_Data,1010635,XSS,1,1,1,1,0
APP_NLIU_0819,Rule_3_i_Passwords,1751659,None,1,1,0,1,0
APP_NLIU_0820,Rule_3_ii_Financial_Data,1235970,XSS,1,0,1,1,1
APP_NLIU_0821,Rule_3_vi_Biometric_Information,1755700,None,0,0,1,1,0
APP_NLIU_0822,Rule_3_i_Passwords,1471703,XSS,0,1,1,1,0
APP_NLIU_0823,Rule_3_ii_Financial_Data,751648,None,1,1,1,1,1
APP_NLIU_0824,Rule_3_ii_Financial_Data,1859413,None,1,1,0,1,0
APP_NLIU_0825,Rule_3_iii_v_Health_Medical_Records,1111698,SSRF,0,0,1,1,1
APP_NLIU_0826,Multi_Category_SPDI,1012260,CSRF,1,1,1,1,1
APP_NLIU_0827,Rule_3_ii_Financial_Data,759849,Exception_Handling_Failure,1,1,1,1,0
APP_NLIU_0828,Rule_3_ii_Financial_Data,1286237,SQL_Injection,1,1,1,1,1
APP_NLIU_0829,Rule_3_iii_v_Health_Medical_Records,1706773,CSRF,0,1,1,1,1
APP_NLIU_0830,Rule_3_ii_Financial_Data,270591,XSS,1,1,0,0,0
APP_NLIU_0831,Rule_3_ii_Financial_Data,189215,None,0,1,1,1,1
APP_NLIU_0832,Rule_3_ii_Financial_Data,1064238,XSS,0,1,1,1,1
APP_NLIU_0833,Rule_3_i_Passwords,1509793,None,1,1,0,1,1
APP_NLIU_0834,Rule_3_i_Passwords,1636146,XSS,0,0,1,1,1
APP_NLIU_0835,Rule_3_ii_Financial_Data,403115,None,0,1,0,1,1
APP_NLIU_0836,Rule_3_ii_Financial_Data,820014,XSS,0,1,1,0,1
APP_NLIU_0837,Multi_Category_SPDI,1645335,None,1,1,1,1,1
APP_NLIU_0838,Rule_3_ii_Financial_Data,1701377,XSS,0,0,0,1,1
APP_NLIU_0839,Rule_3_iii_v_Health_Medical_Records,1226861,Exception_Handling_Failure,0,0,0,1,0
APP_NLIU_0840,Rule_3_iii_v_Health_Medical_Records,1685442,Exception_Handling_Failure,1,1,1,0,1
APP_NLIU_0841,Rule_3_i_Passwords,1915879,XSS,1,1,1,0,0
APP_NLIU_0842,Rule_3_iii_v_Health_Medical_Records,1661069,SQL_Injection,1,1,1,0,1
APP_NLIU_0843,Rule_3_i_Passwords,865513,SQL_Injection,1,1,1,1,0
APP_NLIU_0844,Multi_Category_SPDI,897215,SQL_Injection,1,1,1,1,0
APP_NLIU_0845,Rule_3_i_Passwords,239631,None,1,0,1,1,0
APP_NLIU_0846,Rule_3_ii_Financial_Data,88805,SSRF,0,1,1,1,0
APP_NLIU_0847,Rule_3_i_Passwords,1178274,SSRF,1,1,0,1,0
APP_NLIU_0848,Multi_Category_SPDI,173902,None,1,1,1,1,0
APP_NLIU_0849,Rule_3_iii_v_Health_Medical_Records,929570,CSRF,0,1,1,0,0
APP_NLIU_0850,Rule_3_iii_v_Health_Medical_Records,1064288,XSS,1,1,1,1,1
APP_NLIU_0851,Rule_3_i_Passwords,1397247,SSRF,0,1,1,0,0
APP_NLIU_0852,Rule_3_iii_v_Health_Medical_Records,920885,None,1,1,1,0,1
APP_NLIU_0853,Rule_3_ii_Financial_Data,1704752,None,1,1,1,1,1
APP_NLIU_0854,Multi_Category_SPDI,1810262,None,1,1,1,1,1
APP_NLIU_0855,Rule_3_ii_Financial_Data,523680,XSS,0,0,1,0,0
APP_NLIU_0856,Rule_3_i_Passwords,201437,None,0,1,1,1,0
APP_NLIU_0857,Rule_3_i_Passwords,1665049,SQL_Injection,0,0,1,1,0
APP_NLIU_0858,Rule_3_ii_Financial_Data,366995,SQL_Injection,0,0,0,1,1
APP_NLIU_0859,Rule_3_iii_v_Health_Medical_Records,1477598,SQL_Injection,1,0,1,1,0
APP_NLIU_0860,Rule_3_i_Passwords,1590074,XSS,1,1,1,1,1
APP_NLIU_0861,Rule_3_vi_Biometric_Information,41972,XSS,1,1,1,1,0
APP_NLIU_0862,Rule_3_ii_Financial_Data,766254,XSS,1,1,0,1,0
APP_NLIU_0863,Rule_3_iii_v_Health_Medical_Records,301280,SQL_Injection,1,0,1,0,1
APP_NLIU_0864,Rule_3_ii_Financial_Data,442513,XSS,1,0,0,1,0
APP_NLIU_0865,Rule_3_ii_Financial_Data,1956453,None,0,1,1,1,0
APP_NLIU_0866,Rule_3_iii_v_Health_Medical_Records,807377,XSS,1,0,1,1,1
APP_NLIU_0867,Rule_3_i_Passwords,755561,None,1,1,1,1,0
APP_NLIU_0868,Rule_3_i_Passwords,1394900,SSRF,1,1,1,1,1
APP_NLIU_0869,Multi_Category_SPDI,1386173,None,1,1,1,1,0
APP_NLIU_0870,Multi_Category_SPDI,876836,XSS,1,1,0,1,1
APP_NLIU_0871,Rule_3_ii_Financial_Data,935728,SSRF,0,0,1,1,1
APP_NLIU_0872,Rule_3_ii_Financial_Data,1056628,SSRF,1,1,1,1,0
APP_NLIU_0873,Rule_3_iii_v_Health_Medical_Records,294416,Exception_Handling_Failure,0,1,1,0,1
APP_NLIU_0874,Rule_3_ii_Financial_Data,1356870,None,1,1,1,1,0
APP_NLIU_0875,Rule_3_i_Passwords,756564,XSS,1,0,1,0,0
APP_NLIU_0876,Rule_3_i_Passwords,153388,CSRF,1,1,1,1,1
APP_NLIU_0877,Rule_3_iii_v_Health_Medical_Records,1500181,None,1,1,1,1,1
APP_NLIU_0878,Rule_3_iii_v_Health_Medical_Records,1716176,Exception_Handling_Failure,1,0,1,1,1
APP_NLIU_0879,Rule_3_i_Passwords,888527,XSS,0,1,1,1,1
APP_NLIU_0880,Rule_3_ii_Financial_Data,1384494,XSS,0,0,0,1,1
APP_NLIU_0881,Rule_3_ii_Financial_Data,834607,SSRF,1,1,1,1,1
APP_NLIU_0882,Rule_3_iii_v_Health_Medical_Records,398781,Exception_Handling_Failure,0,1,1,1,1
APP_NLIU_0883,Rule_3_i_Passwords,1009802,CSRF,0,1,1,1,1
APP_NLIU_0884,Rule_3_i_Passwords,993598,None,0,1,1,1,0
APP_NLIU_0885,Rule_3_vi_Biometric_Information,1069951,XSS,1,1,1,1,1
APP_NLIU_0886,Rule_3_i_Passwords,554998,XSS,0,1,1,1,1
APP_NLIU_0887,Rule_3_iii_v_Health_Medical_Records,1758831,XSS,1,1,1,1,1
APP_NLIU_0888,Rule_3_ii_Financial_Data,783912,None,1,0,1,1,0
APP_NLIU_0889,Rule_3_i_Passwords,999143,None,1,1,1,1,1
APP_NLIU_0890,Rule_3_ii_Financial_Data,675534,XSS,0,1,1,0,1
APP_NLIU_0891,Rule_3_iii_v_Health_Medical_Records,1422746,None,1,1,1,1,1
APP_NLIU_0892,Multi_Category_SPDI,485545,XSS,1,1,1,1,1
APP_NLIU_0893,Rule_3_vi_Biometric_Information,32597,XSS,1,1,1,1,1
APP_NLIU_0894,Rule_3_ii_Financial_Data,1390009,SSRF,1,1,1,1,1
APP_NLIU_0895,Rule_3_iii_v_Health_Medical_Records,436613,XSS,1,1,1,1,1
APP_NLIU_0896,Rule_3_ii_Financial_Data,955573,SSRF,0,1,1,1,0
APP_NLIU_0897,Rule_3_ii_Financial_Data,1139263,None,1,1,1,1,1
APP_NLIU_0898,Multi_Category_SPDI,123968,CSRF,0,1,1,0,0
APP_NLIU_0899,Rule_3_i_Passwords,1618138,None,0,0,1,0,0
APP_NLIU_0900,Rule_3_i_Passwords,1521029,XSS,1,0,1,0,1
APP_NLIU_0901,Rule_3_ii_Financial_Data,208570,Exception_Handling_Failure,1,1,1,1,0
APP_NLIU_0902,Rule_3_i_Passwords,1484989,XSS,0,0,1,1,1
APP_NLIU_0903,Rule_3_i_Passwords,1626498,SQL_Injection,1,1,1,1,1
APP_NLIU_0904,Rule_3_iii_v_Health_Medical_Records,821473,CSRF,1,1,0,1,1
APP_NLIU_0905,Rule_3_ii_Financial_Data,929752,SQL_Injection,0,0,1,0,0
APP_NLIU_0906,Multi_Category_SPDI,352509,Exception_Handling_Failure,1,1,1,0,0
APP_NLIU_0907,Rule_3_vi_Biometric_Information,924707,XSS,1,1,1,1,0
APP_NLIU_0908,Rule_3_ii_Financial_Data,843418,None,1,1,1,0,0
APP_NLIU_0909,Rule_3_ii_Financial_Data,1865378,SSRF,0,0,1,0,1
APP_NLIU_0910,Rule_3_ii_Financial_Data,302391,SSRF,0,1,0,1,1
APP_NLIU_0911,Rule_3_iii_v_Health_Medical_Records,1964411,XSS,0,1,1,1,1
APP_NLIU_0912,Rule_3_ii_Financial_Data,1435264,None,0,0,1,0,1
APP_NLIU_0913,Rule_3_iii_v_Health_Medical_Records,211994,None,1,1,1,1,1
APP_NLIU_0914,Rule_3_ii_Financial_Data,785768,XSS,1,1,1,1,1
APP_NLIU_0915,Rule_3_iii_v_Health_Medical_Records,1447226,XSS,1,0,1,0,0
APP_NLIU_0916,Rule_3_ii_Financial_Data,1640846,SQL_Injection,1,1,1,1,1
APP_NLIU_0917,Rule_3_ii_Financial_Data,1905188,None,0,1,1,1,0
APP_NLIU_0918,Multi_Category_SPDI,637822,Exception_Handling_Failure,1,0,0,0,1
APP_NLIU_0919,Rule_3_vi_Biometric_Information,694834,CSRF,1,0,1,1,0
APP_NLIU_0920,Rule_3_i_Passwords,1340364,XSS,0,0,0,1,1
APP_NLIU_0921,Multi_Category_SPDI,567781,SQL_Injection,0,0,1,1,0
APP_NLIU_0922,Rule_3_ii_Financial_Data,350968,None,1,1,1,1,0
APP_NLIU_0923,Multi_Category_SPDI,519922,SSRF,1,0,0,1,1
APP_NLIU_0924,Rule_3_vi_Biometric_Information,926463,Exception_Handling_Failure,1,1,1,1,0
APP_NLIU_0925,Rule_3_ii_Financial_Data,838721,SSRF,0,1,1,1,0
APP_NLIU_0926,Rule_3_i_Passwords,1982223,None,0,1,0,1,0
APP_NLIU_0927,Rule_3_ii_Financial_Data,437809,None,1,0,1,0,0
APP_NLIU_0928,Rule_3_iii_v_Health_Medical_Records,437331,Exception_Handling_Failure,1,1,0,1,1
APP_NLIU_0929,Rule_3_iii_v_Health_Medical_Records,771505,Exception_Handling_Failure,0,0,1,0,1
APP_NLIU_0930,Rule_3_ii_Financial_Data,1731476,None,1,1,0,1,1
APP_NLIU_0931,Rule_3_i_Passwords,302625,SQL_Injection,1,1,1,1,0
APP_NLIU_0932,Rule_3_vi_Biometric_Information,231577,CSRF,1,1,1,1,0
APP_NLIU_0933,Multi_Category_SPDI,1654961,SSRF,0,1,1,1,1
APP_NLIU_0934,Rule_3_iii_v_Health_Medical_Records,814010,None,1,1,1,1,0
APP_NLIU_0935,Rule_3_i_Passwords,935291,CSRF,1,1,1,1,0
APP_NLIU_0936,Rule_3_ii_Financial_Data,1387768,None,1,1,1,1,1
APP_NLIU_0937,Rule_3_i_Passwords,519771,Exception_Handling_Failure,0,1,1,0,1
APP_NLIU_0938,Multi_Category_SPDI,188951,SSRF,0,1,1,1,0
APP_NLIU_0939,Rule_3_i_Passwords,146668,SSRF,1,1,1,1,0
APP_NLIU_0940,Rule_3_iii_v_Health_Medical_Records,1507461,CSRF,1,1,1,1,1
APP_NLIU_0941,Rule_3_ii_Financial_Data,418146,XSS,1,1,1,1,0
APP_NLIU_0942,Rule_3_iii_v_Health_Medical_Records,184022,SSRF,1,1,1,1,1
APP_NLIU_0943,Rule_3_iii_v_Health_Medical_Records,887169,SQL_Injection,0,1,1,1,1
APP_NLIU_0944,Rule_3_vi_Biometric_Information,1334407,None,1,0,1,1,1
APP_NLIU_0945,Rule_3_ii_Financial_Data,451049,None,1,0,1,1,0
APP_NLIU_0946,Rule_3_i_Passwords,1176116,CSRF,1,1,1,1,0
APP_NLIU_0947,Rule_3_i_Passwords,696349,CSRF,0,1,1,0,1
APP_NLIU_0948,Multi_Category_SPDI,821615,SQL_Injection,1,1,1,1,0
APP_NLIU_0949,Multi_Category_SPDI,1336478,Exception_Handling_Failure,1,1,0,1,0
APP_NLIU_0950,Rule_3_iii_v_Health_Medical_Records,1710018,None,1,1,1,1,0
APP_NLIU_0951,Rule_3_iii_v_Health_Medical_Records,767301,SQL_Injection,1,1,1,1,0
APP_NLIU_0952,Rule_3_iii_v_Health_Medical_Records,625656,SSRF,1,0,1,1,1
APP_NLIU_0953,Rule_3_i_Passwords,1623755,None,1,1,0,1,1
APP_NLIU_0954,Multi_Category_SPDI,51901,Exception_Handling_Failure,1,0,1,1,1
APP_NLIU_0955,Rule_3_ii_Financial_Data,1530304,SQL_Injection,1,1,1,1,1
APP_NLIU_0956,Rule_3_ii_Financial_Data,371056,Exception_Handling_Failure,1,0,1,1,0
APP_NLIU_0957,Rule_3_iii_v_Health_Medical_Records,600350,CSRF,1,1,1,0,1
APP_NLIU_0958,Rule_3_i_Passwords,494838,CSRF,0,1,1,1,0
APP_NLIU_0959,Rule_3_i_Passwords,1730499,None,0,0,1,1,0
APP_NLIU_0960,Rule_3_iii_v_Health_Medical_Records,1912016,None,1,1,1,1,0
APP_NLIU_0961,Rule_3_i_Passwords,400991,XSS,1,1,1,1,1
APP_NLIU_0962,Rule_3_iii_v_Health_Medical_Records,1986908,None,1,0,0,1,0
APP_NLIU_0963,Rule_3_ii_Financial_Data,1557104,XSS,0,1,1,0,1
APP_NLIU_0964,Rule_3_ii_Financial_Data,1572725,None,0,1,0,1,1
APP_NLIU_0965,Rule_3_ii_Financial_Data,809406,XSS,0,1,1,1,0
APP_NLIU_0966,Rule_3_ii_Financial_Data,1731324,None,1,0,1,1,0
APP_NLIU_0967,Rule_3_iii_v_Health_Medical_Records,609879,None,1,0,1,0,1
APP_NLIU_0968,Rule_3_ii_Financial_Data,1306566,SQL_Injection,1,1,1,1,1
APP_NLIU_0969,Rule_3_iii_v_Health_Medical_Records,285759,None,0,0,0,1,1
APP_NLIU_0970,Rule_3_ii_Financial_Data,960390,None,1,0,0,1,0
APP_NLIU_0971,Rule_3_iii_v_Health_Medical_Records,27838,None,1,1,1,1,0
APP_NLIU_0972,Multi_Category_SPDI,1356448,SSRF,0,1,1,1,0
APP_NLIU_0973,Rule_3_iii_v_Health_Medical_Records,1694113,None,1,1,0,1,0
APP_NLIU_0974,Rule_3_ii_Financial_Data,607288,None,0,1,1,0,0
APP_NLIU_0975,Rule_3_i_Passwords,1368518,CSRF,1,1,1,1,1
APP_NLIU_0976,Rule_3_ii_Financial_Data,1028404,None,1,1,1,0,0
APP_NLIU_0977,Rule_3_iii_v_Health_Medical_Records,470992,SQL_Injection,1,0,1,1,1
APP_NLIU_0978,Rule_3_i_Passwords,1990702,SQL_Injection,0,1,1,1,0
APP_NLIU_0979,Rule_3_ii_Financial_Data,149608,XSS,0,1,0,1,0
APP_NLIU_0980,Rule_3_iii_v_Health_Medical_Records,141772,XSS,1,1,0,1,0
APP_NLIU_0981,Rule_3_ii_Financial_Data,699199,Exception_Handling_Failure,0,1,0,1,0
APP_NLIU_0982,Rule_3_vi_Biometric_Information,801680,SQL_Injection,1,1,0,1,1
APP_NLIU_0983,Rule_3_i_Passwords,1098867,None,1,0,1,1,0
APP_NLIU_0984,Rule_3_i_Passwords,1922637,SQL_Injection,1,0,1,1,1
